group_sha,source,n_inc,n_dec,n_items,auto_type,negation_present,jaccard_mean,entity_overlap_mean,evidence_seen_in_discovery600,inc_item_ids,dec_item_ids,evidence
ec77cf3903,fever,5,4,9,explicit_negation,yes,0.4255,0.625,False,"g24a_fever_107783,g24a_fever_121994,g24a_fever_141547,g24a_fever_27863,g24a_fever_76870","g24a_fever_118844,g24a_fever_157622,g24a_fever_36501,g24a_fever_97057",Bhagat Singh ([pə̀ɡət̪ sɪ́ŋɡ] -- 23 March 1931) was a charismatic Indian socialist revolutionary whose two acts of dramatic violence against the British in India and execution at age 23 made him a folk hero of the Indian independence movement.
ec8a335d69,fever,3,3,6,explicit_negation,yes,0.4497,0.5833,False,"g24a_fever_28802,g24a_fever_31770,g24a_fever_37159","g24a_fever_28803,g24a_fever_31771,g24a_fever_67833","As a wrestler, he won the European Championship once and the Hardcore Championship once, and has wrestled in the main event of multiple WWE pay per views."
ec9ceadbb9,fever,4,9,13,explicit_negation,yes,0.5677,0.4208,False,"g24a_fever_105835,g24a_fever_122692,g24a_fever_150905,g24a_fever_67856","g24a_fever_102151,g24a_fever_104982,g24a_fever_113302,g24a_fever_26839,g24a_fever_49268,g24a_fever_75538,g24a_fever_75587,g24a_fever_77873,g24a_fever_89719","Ibsen was present at the world premiere, which took place on 31 January 1891 at the Residenztheater in Munich."
ecf620b9a2,fever,4,5,9,exclusive_alternative,no,0.3211,0.77,False,"g24a_fever_158419,g24a_fever_158421,g24a_fever_158422,g24a_fever_158428","g24a_fever_158425,g24a_fever_158426,g24a_fever_158433,g24a_fever_158436,g24a_fever_158438",The Penibaetic System (Sistema Penibético or Cordillera Penibética) is the southernmost of the three systems of mountain ranges of the Baetic System in the southern Iberian Peninsula.
ed3cf5eb18,fever,1,1,2,exclusive_alternative,no,0.5,0.5,False,g24a_fever_190753,g24a_fever_190751,"She wrote for such shows as Newhart, The Larry Sanders Show, Square Pegs, Get A Life, and Seinfeld."
ed6c0e5318,fever,10,3,13,exclusive_alternative,no,0.3457,0.6083,True,"g24a_fever_194454,g24a_fever_194456,g24a_fever_194458,g24a_fever_194459,g24a_fever_194461,g24a_fever_194465,g24a_fever_194470,g24a_fever_194476,g24a_fever_194480,g24a_fever_194484","g24a_fever_194455,g24a_fever_194469,g24a_fever_194472","Katherine Matilda ""Tilda"" Swinton (born 5 November 1960) is a British actress, performance artist, model, and fashion muse, known for her roles in independent and Hollywood films."
edc1a58da3,fever,2,4,6,exclusive_alternative,no,0.2721,0.4104,False,"g24a_fever_103862,g24a_fever_150672","g24a_fever_101109,g24a_fever_114720,g24a_fever_140072,g24a_fever_89751","He is perhaps most famous for his roles as Richard Alpert in ABC's drama series Lost, and Mayor Anthony Garcia in the Christopher Nolan films The Dark Knight and The Dark Knight Rises."
edd7aab41e,fever,1,2,3,indirect_contradiction,no,0.8182,1.0,False,g24a_fever_27403,"g24a_fever_148173,g24a_fever_29594","Due to their high birth and conversion rates, the Mormon population has grown significantly in recent decades."
eddaceb9a4,fever,4,5,9,explicit_negation,yes,0.3454,0.74,False,"g24a_fever_209874,g24a_fever_209879,g24a_fever_209880,g24a_fever_209884","g24a_fever_209863,g24a_fever_209869,g24a_fever_209877,g24a_fever_209881,g24a_fever_209888",The script was adapted by Edmund North from the 1947 novel of the same name by Dorothy B. Hughes.
ede5b8f8ac,fever,3,2,5,indirect_contradiction,no,0.3531,0.4,False,"g24a_fever_22266,g24a_fever_42620,g24a_fever_66683","g24a_fever_119829,g24a_fever_137401",It was funded by the U.S. Office of Naval Research as an investigation into the causes of difficulties between guards and prisoners in the United States Navy and United States Marine Corps.
edfd5e2357,fever,1,2,3,indirect_contradiction,no,0.202,0.0,False,g24a_fever_207528,"g24a_fever_207533,g24a_fever_207541","Melanie Janine Brown (born 29 May 1975), better known as Mel B or Melanie B, is an English singer, songwriter, presenter, television personality, dancer, actress, author, and model."
ee19f058e7,fever,5,2,7,indirect_contradiction,no,0.2924,0.5083,True,"g24a_fever_107258,g24a_fever_40444,g24a_fever_45637,g24a_fever_87251,g24a_fever_95094","g24a_fever_45638,g24a_fever_99740","Following her early career in musical theatre, she was best known for her role as Chelsea Daniels on That's So Raven."
ee201bb9f1,fever,2,2,4,numeric_value,no,0.274,0.2917,True,"g24a_fever_26281,g24a_fever_46218","g24a_fever_135519,g24a_fever_2938","Since 2016, Legendary has been a subsidiary of the Chinese conglomerate Wanda Group."
ee4f0c4f0f,fever,4,4,8,explicit_negation,yes,0.464,0.7735,False,"g24a_fever_204301,g24a_fever_204302,g24a_fever_204310,g24a_fever_204326","g24a_fever_204309,g24a_fever_204316,g24a_fever_204321,g24a_fever_204325","The Latvian Soviet Socialist Republic (Latvian SSR; Latvijas Padomju Sociālistiskā Republika Латвийская Советская Социалистическая Республика, Latviyskaya Sovetskaya Sotsialisticheskaya Respublika), also known as Soviet Latvia or Latvia, was a republic of the Soviet Union."
ee57e2e292,fever,4,4,8,numeric_value,no,0.2097,1.0,False,"g24a_fever_12453,g24a_fever_40642,g24a_fever_40643,g24a_fever_64364","g24a_fever_100659,g24a_fever_140139,g24a_fever_48886,g24a_fever_69185",Tangled is a 2010 American 3D computer-animated musical fantasy-comedy film produced by Walt Disney Animation Studios and released by Walt Disney Pictures.
ee69d0e18c,fever,1,1,2,indirect_contradiction,no,0.25,1.0,False,g24a_fever_166845,g24a_fever_166841,"In 2005 he independently released his debut album, Telegraph, released under Bell's own name."
ee71956353,fever,6,7,13,explicit_negation,yes,0.3124,0.2024,True,"g24a_fever_122652,g24a_fever_138206,g24a_fever_155185,g24a_fever_23118,g24a_fever_40351,g24a_fever_55199","g24a_fever_101773,g24a_fever_105304,g24a_fever_135813,g24a_fever_153147,g24a_fever_59867,g24a_fever_66099,g24a_fever_95082","Brazzers ([ˈbræzərz]) is a pornographic production company based in Montreal, Canada."
ee8c73dfd5,fever,4,3,7,exclusive_alternative,no,0.4167,0.1667,False,"g24a_fever_189436,g24a_fever_189437,g24a_fever_189448,g24a_fever_189450","g24a_fever_189452,g24a_fever_189454,g24a_fever_189459","The web site also operates in Belarus, Kazakhstan, Ukraine and Turkey."
ee9731f191,fever,2,6,8,explicit_negation,yes,0.3423,0.1667,False,"g24a_fever_138161,g24a_fever_37945","g24a_fever_128297,g24a_fever_140968,g24a_fever_154417,g24a_fever_36371,g24a_fever_73471,g24a_fever_87879",It was discovered in 1935 by Arthur Jeffrey Dempster.
eea5f2f62e,fever,2,1,3,explicit_negation,yes,0.4722,1.0,False,"g24a_fever_54417,g24a_fever_93689",g24a_fever_96079,"It also incorporates elements of other genres, such as reggae, soul and pop rock, in its production."
eeac85d449,fever,5,5,10,explicit_negation,yes,0.3453,0.6533,False,"g24a_fever_194214,g24a_fever_194221,g24a_fever_194231,g24a_fever_194238,g24a_fever_194241","g24a_fever_194219,g24a_fever_194222,g24a_fever_194226,g24a_fever_194228,g24a_fever_194237","Mike Friedrich (born March 27, 1949) is an American comic book writer and publisher best known for his work at Marvel and DC Comics, and for publishing the anthology series Star * Reach, one of the first independent comics."
ef0ca2efad,fever,6,3,9,exclusive_alternative,no,0.3854,0.7778,True,"g24a_fever_204024,g24a_fever_204025,g24a_fever_204030,g24a_fever_204033,g24a_fever_204035,g24a_fever_204037","g24a_fever_204022,g24a_fever_204027,g24a_fever_204032",Down with Love is a 2003 romantic comedy film.
ef189fb0ef,fever,5,2,7,exclusive_alternative,no,0.4165,0.495,False,"g24a_fever_140762,g24a_fever_144169,g24a_fever_25004,g24a_fever_25005,g24a_fever_34249","g24a_fever_110294,g24a_fever_157452","Rocky has also directed music videos for himself, Danny Brown and other A$AP Mob members."
ef86046368,fever,2,1,3,indirect_contradiction,no,0.3636,1.0,False,"g24a_fever_134696,g24a_fever_139831",g24a_fever_16629,"Larson's breakthrough role came with the independent drama Short Term 12 (2013), for which she received critical acclaim. Short Term 12 is a 2013 American drama film written and directed by Destin Daniel Cretton."
efbacfe139,scifact,1,1,2,antonym_opposite,no,0.875,1.0,False,g24a_scifact_1259,g24a_scifact_1260,"Compared with extensive metabolizers, there was a significantly increased risk of recurrence for heterozygous extensive/intermediate metabolizers (time to recurrence adjusted hazard ratio [HR], 1.40; 95% confidence interval [CI], 1.04-1.90) and for poor metabolizers (time to recurrence HR, 1.90; 95% CI, 1.10-3.28). Compared with extensive metabolizers, those with decreased CYP2D6 activity (heterozygous extensive/intermediate and poor metabolism) had worse event-free survival (HR, 1.33; 95% CI, 1.06-1.68) and disease-free survival (HR, 1.29; 95% CI, 1.03-1.61), but there was no significant difference in overall survival (HR, 1.15; 95% CI, 0.88-1.51). CONCLUSION Among women with breast cancer treated with tamoxifen, there was an association between CYP2D6 variation and clinical outcomes, such that the presence of 2 functional CYP2D6 alleles was associated with better clinical outcomes and the presence of nonfunctional or reduced-function alleles with worse outcomes."
efc0f82a0f,fever,6,11,17,explicit_negation,yes,0.3119,0.5303,False,"g24a_fever_149144,g24a_fever_20049,g24a_fever_59768,g24a_fever_75871,g24a_fever_78578,g24a_fever_82576","g24a_fever_108031,g24a_fever_109898,g24a_fever_133461,g24a_fever_145849,g24a_fever_153654,g24a_fever_3111,g24a_fever_34876,g24a_fever_56742,g24a_fever_60933,g24a_fever_88875,g24a_fever_89096","Luis Alfonso Rodríguez López-Cepero, more commonly known by his stage name Luis Fonsi, (born April 15, 1978) is a Puerto Rican singer, songwriter and actor."
efe9530c55,scifact,1,1,2,explicit_negation,yes,0.5,1.0,False,g24a_scifact_246,g24a_scifact_245,Activated charcoal hemoperfusion had little effect on avoiding acute kidney injury in patients with severe PQ poisoning.
f0083be829,fever,2,2,4,numeric_value,no,0.5,1.0,False,"g24a_fever_195904,g24a_fever_195921","g24a_fever_195914,g24a_fever_195922","It ranks as the highest-grossing animated film of all time, the third-highest-grossing original film of all time, the ninth-highest-grossing film of all time, the highest-grossing film of 2013, and the third-highest-grossing film in Japan."
f00dbaab8b,fever,2,1,3,numeric_value,no,0.5238,1.0,False,"g24a_fever_134179,g24a_fever_92090",g24a_fever_48230,"Raised in Leytonstone, East London and around Colchester, Essex, Albarn attended the Stanway School, where he met Graham Coxon and eventually formed Blur, whose debut album Leisure was released in 1991 to mixed reviews."
f0174765dd,fever,1,1,2,indirect_contradiction,no,0.7143,0.3333,False,g24a_fever_24345,g24a_fever_110379,"Jed Tucker Whedon (born July 18, 1974) is an American screenwriter and musician, and the son of screenwriter Tom Whedon, grandson of screenwriter John Whedon, and the brother of screenwriter Zack Whedon and producer/director/writer Joss Whedon. Thomas Avery ""Tom"" Whedon (August 3, 1932 -- March 23, 2016) was an American television screenwriter."
f0196dc603,fever,1,1,2,indirect_contradiction,no,0.4444,0.0,False,g24a_fever_48101,g24a_fever_35043,"Topman is the stand-alone fashion business counterpart of Topshop that caters exclusively to men's clothing. Topshop (originally Top Shop) is a British multinational fashion retailer of clothing, shoes, make-up and accessories."
f05c855dcd,fever,1,3,4,exclusive_alternative,no,0.3786,1.0,False,g24a_fever_195230,"g24a_fever_195202,g24a_fever_195203,g24a_fever_195243","His notable films include musical-drama film Footloose (1984), the controversial historical conspiracy legal thriller JFK (1991), the legal drama A Few Good Men (1992), the historical docudrama Apollo 13 (1995), and the mystery drama Mystic River (2003)."
f0975c8dad,fever,4,1,5,indirect_contradiction,no,0.3447,0.625,False,"g24a_fever_175862,g24a_fever_175868,g24a_fever_175873,g24a_fever_175874",g24a_fever_175876,"Thereafter, Mullin played with the Indiana Pacers from 1997 until the 1999 -- 2000 season. The Indiana Pacers are an American professional basketball team based in Indianapolis."
f0a99e9777,fever,3,2,5,exclusive_alternative,no,0.32,0.6667,False,"g24a_fever_174611,g24a_fever_174615,g24a_fever_174628","g24a_fever_174618,g24a_fever_174630","In January 2016, a tenth season of The X-Files aired, featuring Carter as executive producer and writer, and starring David Duchovny and Gillian Anderson."
f0eccb9ff7,fever,2,2,4,explicit_negation,yes,0.3484,1.0,False,"g24a_fever_182442,g24a_fever_182456","g24a_fever_182443,g24a_fever_182454","Epistemology studies the nature of knowledge, justification, and the rationality of belief."
f13fab2c9a,fever,1,3,4,explicit_negation,yes,0.1939,0.3333,False,g24a_fever_22419,"g24a_fever_110133,g24a_fever_50502,g24a_fever_77763","Nero ([ˈnɪəroʊ] Latin: Nerō Claudius Caesar Augustus Germanicus; 15 December 37 AD -- 9 June 68 AD) was Roman Emperor from 54 to 68 AD, and the last in the Julio-Claudian dynasty."
f146ac714b,fever,5,8,13,exclusive_alternative,no,0.2953,0.562,True,"g24a_fever_109171,g24a_fever_129426,g24a_fever_1567,g24a_fever_4738,g24a_fever_79575","g24a_fever_28278,g24a_fever_50948,g24a_fever_54951,g24a_fever_55835,g24a_fever_64067,g24a_fever_72009,g24a_fever_72218,g24a_fever_85881","Sausage Party is a 2016 adult computer-animated comedy film directed by Greg Tiernan and Conrad Vernon and written by Kyle Hunter, Ariel Shaffir, Seth Rogen and Evan Goldberg."
f15cfbd612,fever,2,1,3,numeric_value,no,0.2679,0.0,False,"g24a_fever_11497,g24a_fever_126652",g24a_fever_31845,"Kutcher subsequently appeared in more romantic comedies, including Guess Who (2005), A Lot Like Love (2005), What Happens in Vegas (2008), and No Strings Attached (2011)."
f16ace398e,fever,3,5,8,explicit_negation,yes,0.3841,0.6,False,"g24a_fever_155476,g24a_fever_72143,g24a_fever_77550","g24a_fever_103040,g24a_fever_148929,g24a_fever_66224,g24a_fever_68921,g24a_fever_79613","Designated Survivor is an American political drama television series created by David Guggenheim, starring Kiefer Sutherland, airing on ABC."
f1a3ac1f42,fever,2,1,3,indirect_contradiction,no,0.2976,0.25,False,"g24a_fever_123614,g24a_fever_23446",g24a_fever_123762,"He worked as an Inspector of Finances in the Inspectorate General of Finances (IGF), then became an investment banker at Rothschild & Cie Banque."
f1dbae59d6,fever,6,5,11,exclusive_alternative,no,0.4442,0.4972,False,"g24a_fever_227067,g24a_fever_227068,g24a_fever_227072,g24a_fever_227080,g24a_fever_227081,g24a_fever_227083","g24a_fever_227070,g24a_fever_227073,g24a_fever_227084,g24a_fever_227085,g24a_fever_227087","""Roar"" is a song by American singer Katy Perry for her fourth studio album, Prism (2013)."
f1fc5cfb1b,fever,3,1,4,explicit_negation,yes,0.4222,0.5833,False,"g24a_fever_21728,g24a_fever_78691,g24a_fever_99395",g24a_fever_86095,"He also led the United States during World War I, establishing an activist foreign policy known as ""Wilsonianism."""
f22819cffa,fever,4,6,10,exclusive_alternative,no,0.4602,0.25,False,"g24a_fever_215199,g24a_fever_215200,g24a_fever_215202,g24a_fever_215206","g24a_fever_215201,g24a_fever_215215,g24a_fever_215218,g24a_fever_215224,g24a_fever_215226,g24a_fever_215227",Dreamer is a 2005 American sports drama film written and directed by John Gatins in his directorial debut.
f27986b270,fever,4,3,7,exclusive_alternative,no,0.3564,0.6667,False,"g24a_fever_207320,g24a_fever_207326,g24a_fever_207332,g24a_fever_207334","g24a_fever_207328,g24a_fever_207338,g24a_fever_207341","As a form of strategic use of information (disinformation), it overlaps with psychological warfare."
f2894bdc91,fever,2,3,5,indirect_contradiction,no,0.2657,0.6667,False,"g24a_fever_27775,g24a_fever_58234","g24a_fever_66557,g24a_fever_92128,g24a_fever_97649","Simon Phillip Cowell ([ˈkaʊəl]) (born 7 October 1959) is an English reality television judge and producer, entrepreneur, and philanthropist."
f2be1da159,fever,1,1,2,numeric_value,no,0.2,0.3333,False,g24a_fever_121897,g24a_fever_121716,"He also won the 2017 Australian Open men's doubles title with John Peers, reaching his first Grand Slam title in doubles."
f2d8dc2b86,fever,3,3,6,explicit_negation,yes,0.3259,1.0,False,"g24a_fever_162830,g24a_fever_162835,g24a_fever_162838","g24a_fever_162834,g24a_fever_162836,g24a_fever_162841","Islamabad ([ɪzˈlɑːməˌbɑːd] [,, [ɪsˌlɑːmɑˈbɑːd̪]) is the capital city of Pakistan located within the federal Islamabad Capital Territory."
f2dd51210b,fever,5,4,9,explicit_negation,yes,0.3537,0.5917,False,"g24a_fever_146272,g24a_fever_146935,g24a_fever_1989,g24a_fever_22201,g24a_fever_93645","g24a_fever_144167,g24a_fever_152680,g24a_fever_82594,g24a_fever_93646",Carol Danvers is a fictional character appearing in American comic books published by Marvel Comics.
f2de5670df,fever,6,3,9,explicit_negation,yes,0.3353,0.2222,False,"g24a_fever_135802,g24a_fever_144173,g24a_fever_55759,g24a_fever_74435,g24a_fever_74436,g24a_fever_79956","g24a_fever_102911,g24a_fever_48936,g24a_fever_80227","Reanimation is the first remix album by American rock band Linkin Park as a follow-up to their first studio album, Hybrid Theory, and released on July 30, 2002."
f2f1c71c7a,fever,2,2,4,numeric_value,no,0.3194,0.475,False,"g24a_fever_12829,g24a_fever_45575","g24a_fever_94556,g24a_fever_9913","The ride, which tells the story of a band of pirates and their troubles and exploits, was replicated at the Magic Kingdom in 1973, at Tokyo Disneyland in 1983, and at Disneyland Paris in 1992."
f323318c86,fever,6,2,8,numeric_value,no,0.1926,1.0,True,"g24a_fever_10654,g24a_fever_10655,g24a_fever_144296,g24a_fever_49752,g24a_fever_7287,g24a_fever_88459","g24a_fever_133029,g24a_fever_75942","The Beverly Hillbillies ranked among the top 20 most-watched programs on television for eight of its nine seasons, twice ranking as the number one series of the year, with a number of episodes that remain among the most-watched television episodes in history."
f325226cda,fever,4,7,11,exclusive_alternative,no,0.1541,0.0747,False,"g24a_fever_107764,g24a_fever_124959,g24a_fever_141632,g24a_fever_160850","g24a_fever_125971,g24a_fever_135459,g24a_fever_160595,g24a_fever_160898,g24a_fever_161195,g24a_fever_86800,g24a_fever_96578","Jarhead is a 2005 American biographical war drama film based on U.S. Marine Anthony Swofford's 2003 memoir of the same name, directed by Sam Mendes, starring Jake Gyllenhaal as Swofford with Jamie Foxx, Peter Sarsgaard and Chris Cooper."
f32b77d7b9,fever,2,4,6,numeric_value,no,0.3625,0.75,False,"g24a_fever_10051,g24a_fever_122683","g24a_fever_10052,g24a_fever_118917,g24a_fever_81772,g24a_fever_89932","Stomp the Yard is a 2007 dance drama film produced by Rainforest Films and released through Sony Pictures' Screen Gems division on January 12, 2007."
f3361096a8,scifact,1,1,2,antonym_opposite,no,0.8,1.0,False,g24a_scifact_726,g24a_scifact_728,"Under inflammatory conditions elicited either by acute infection with Listeria monocytogenes or chronic infection with Leishmania major, there was a significant increase in immature Ly-6C(high) monocytes, resembling the inflammatory left shift of granulocytes. In addition, acute peritoneal inflammation recruited preferentially Ly-6C(med-high) monocytes."
f34d3fa485,fever,1,3,4,numeric_value,no,0.3869,0.4,False,g24a_fever_3432,"g24a_fever_123285,g24a_fever_149130,g24a_fever_46957","Noah Lindsey Cyrus (born January 8, 2000) is an American actress and singer."
f360f8b694,fever,1,1,2,exclusive_alternative,no,0.1429,0.0,False,g24a_fever_95679,g24a_fever_143875,"Always is a 1989 American romantic comedy-drama film directed by Steven Spielberg and starring Richard Dreyfuss, Holly Hunter, John Goodman, introducing Brad Johnson, and featuring Audrey Hepburn's cameo in her final film appearance. Audrey Hepburn ([ˈɔːdri_ˈhɛpˌbɜrn] born Audrey Kathleen Ruston; 4 May 1929 -- 20 January 1993) was a British actress, model, dancer and humanitarian."
f3f0cd4038,fever,3,2,5,indirect_contradiction,no,0.4167,1.0,False,"g24a_fever_134384,g24a_fever_20424,g24a_fever_75449","g24a_fever_141032,g24a_fever_98087",A player-coach may be a head coach or an assistant coach.
f40b2dce96,fever,3,1,4,indirect_contradiction,no,0.359,0.2963,False,"g24a_fever_106732,g24a_fever_108444,g24a_fever_15645",g24a_fever_76711,"The film won the Grand Prix at the 2013 Cannes Film Festival, where it screened on May 19, 2013."
f420b36012,fever,5,4,9,indirect_contradiction,no,0.3661,0.49,False,"g24a_fever_12178,g24a_fever_137094,g24a_fever_147041,g24a_fever_80590,g24a_fever_94382","g24a_fever_113963,g24a_fever_138475,g24a_fever_55259,g24a_fever_87570","She was the daughter of Edward IV and niece of Richard III, and she married the king following Henry's victory at the Battle of Bosworth which started the last phase of the Wars of the Roses."
f438a924ff,fever,5,8,13,explicit_negation,yes,0.2626,0.125,False,"g24a_fever_108868,g24a_fever_126079,g24a_fever_147720,g24a_fever_149502,g24a_fever_85298","g24a_fever_107968,g24a_fever_124717,g24a_fever_137733,g24a_fever_143807,g24a_fever_145120,g24a_fever_152880,g24a_fever_26444,g24a_fever_96739","Paramore is an American rock band from Franklin, Tennessee, formed in 2004."
f439c8794a,fever,4,1,5,exclusive_alternative,no,0.177,0.0,False,"g24a_fever_220234,g24a_fever_220235,g24a_fever_220237,g24a_fever_220248",g24a_fever_220239,"The term derives from the Greek aristokratia, meaning ""rule of the best""."
f4853920aa,fever,2,1,3,numeric_value,no,0.5303,1.0,False,"g24a_fever_192713,g24a_fever_192715",g24a_fever_192706,"CBS announced the cancellation of The Millers on November 14, 2014, four episodes into the show's second season."
f4af16ac4c,fever,4,1,5,indirect_contradiction,no,0.4655,0.5208,False,"g24a_fever_181598,g24a_fever_181604,g24a_fever_181606,g24a_fever_181621",g24a_fever_181619,"WGBH-TV, channel 2, is a non-commercial educational PBS member television station located in Boston, Massachusetts."
f4c018056c,fever,5,3,8,exclusive_alternative,no,0.3249,1.0,False,"g24a_fever_216578,g24a_fever_216583,g24a_fever_216591,g24a_fever_216593,g24a_fever_216595","g24a_fever_216581,g24a_fever_216594,g24a_fever_216599","Calcaneal spurs are typically detected by a radiographic examination (commonly referred to as an ""x-ray"")."
f4dc2d36ef,fever,3,3,6,indirect_contradiction,no,0.4717,0.8333,False,"g24a_fever_150374,g24a_fever_16864,g24a_fever_16865","g24a_fever_121562,g24a_fever_153414,g24a_fever_38288","The song was performed live at numerous venues, including the 2009 -- 10 Fearless Tour, where it was the opening number."
f512ef0efc,fever,4,1,5,indirect_contradiction,no,0.6444,1.0,False,"g24a_fever_192761,g24a_fever_192769,g24a_fever_192776,g24a_fever_192778",g24a_fever_192774,"A staging area (otherwise staging point, staging base or staging post) is a location where organisms, people, vehicles, equipment or material are assembled before use."
f51661d5a2,fever,4,4,8,explicit_negation,yes,0.3895,0.65,False,"g24a_fever_120997,g24a_fever_156903,g24a_fever_7418,g24a_fever_7419","g24a_fever_105025,g24a_fever_123452,g24a_fever_22435,g24a_fever_94068","Between 1035 and 1814, the Faeroes were part of the Hereditary Kingdom of Norway."
f52a5ad1eb,fever,4,3,7,indirect_contradiction,no,0.3845,0.5329,False,"g24a_fever_3348,g24a_fever_3349,g24a_fever_35405,g24a_fever_72271","g24a_fever_103456,g24a_fever_113927,g24a_fever_35406","It was the second film adaptation of Harry Segall's play of the same name, being preceded by Here Comes Mr. Jordan (1941)."
f52ecb0fd9,fever,3,3,6,exclusive_alternative,no,0.1691,0.2222,False,"g24a_fever_171519,g24a_fever_171521,g24a_fever_171525","g24a_fever_171523,g24a_fever_171529,g24a_fever_171534","It premiered on the Fox Broadcasting network on September 9, 2008, and concluded on January 18, 2013, after five seasons and 100 episodes."
f585a9d2f0,fever,4,2,6,numeric_value,no,0.5163,1.0,False,"g24a_fever_209086,g24a_fever_209087,g24a_fever_209096,g24a_fever_209097","g24a_fever_209093,g24a_fever_209095","The album was released on May 9, 2006, on Warner Bros.."
f5da43e40c,fever,1,1,2,indirect_contradiction,no,0.5556,1.0,False,g24a_fever_225722,g24a_fever_225744,"His most important role came as the highly energetic Prime Minister of the Wartime Coalition Government (1916 -- 22), during and immediately after the First World War."
f5e72a2508,fever,3,4,7,explicit_negation,yes,0.3914,0.9167,True,"g24a_fever_47785,g24a_fever_47786,g24a_fever_5598","g24a_fever_101300,g24a_fever_113210,g24a_fever_128230,g24a_fever_5599","Home to approximately 7.68 million people, the nine-county Bay Area contains many cities, towns, airports, and associated regional, state, and national parks, connected by a network of roads, highways, railroads, bridges, tunnels and commuter rail."
f6044c6bd0,fever,4,6,10,exclusive_alternative,no,0.3391,0.3424,False,"g24a_fever_112565,g24a_fever_21719,g24a_fever_21720,g24a_fever_74583","g24a_fever_131547,g24a_fever_143965,g24a_fever_25906,g24a_fever_49413,g24a_fever_8834,g24a_fever_88385","The country's name was given by Christopher Columbus in 1493 after discovering the island, in honor of the Virgin of La Antigua in the Seville Cathedral."
f621c5a242,fever,1,1,2,numeric_value,no,0.5,0.5,False,g24a_fever_118072,g24a_fever_64752,Earth formed around 4.54 billion years ago by accretion from the solar nebula.
f6464a826d,fever,4,2,6,explicit_negation,yes,0.394,0.75,False,"g24a_fever_143867,g24a_fever_153247,g24a_fever_1666,g24a_fever_30023","g24a_fever_108547,g24a_fever_30024","Ed Wood is a 1994 American biographical period comedy-drama film directed and produced by Tim Burton, and starring Johnny Depp as cult filmmaker Ed Wood."
f6699542ca,fever,1,1,2,indirect_contradiction,no,0.3333,1.0,False,g24a_fever_11721,g24a_fever_24442,This dance is not a traditional dance.
f6c80b5ff7,fever,3,3,6,indirect_contradiction,no,0.2015,0.3333,False,"g24a_fever_177478,g24a_fever_177479,g24a_fever_177494","g24a_fever_177468,g24a_fever_177481,g24a_fever_177491","Pythagoras of Samos ([pɪˈθægərəs] [paɪˈθægərəs] [Πυθαγόρας ὁ Σάμιος, Pythagóras ho Sámios, Pythagoras the Samos, Samian], or simply Πυθαγόρας Πυθαγόρης in Ionian Greek;) was an Ionian Greek philosopher, mathematician, and putative founder of the Pythagoreanism movement."
f6f61163ea,fever,4,2,6,numeric_value,no,0.5792,0.75,False,"g24a_fever_122375,g24a_fever_5574,g24a_fever_86530,g24a_fever_91705","g24a_fever_113247,g24a_fever_93839","Michael Bakari Jordan (born February 9, 1987) is an American actor."
f7356e502d,fever,6,5,11,exclusive_alternative,no,0.2079,0.6389,True,"g24a_fever_182032,g24a_fever_182033,g24a_fever_182034,g24a_fever_182036,g24a_fever_182042,g24a_fever_182044","g24a_fever_182035,g24a_fever_182039,g24a_fever_182040,g24a_fever_182043,g24a_fever_182051",The Fly is a 1986 American science fiction horror film directed and co-written by David Cronenberg.
f7547bfefb,fever,1,1,2,numeric_value,no,0.7143,1.0,False,g24a_fever_57718,g24a_fever_133910,It is one of the three BES islands in the Caribbean; the other two BES islands are Sint Eustatius and Saba.
f76363cf4e,fever,1,1,2,exclusive_alternative,no,0.625,0.5,False,g24a_fever_21882,g24a_fever_101839,"It was produced by The Kerner Entertainment Company and Avnet -- Kerner Productions and distributed by Walt Disney Pictures. Jordan Kerner (born February 5, 1950) is an American film producer."
f76da86a39,fever,4,2,6,numeric_value,no,0.4243,0.7024,False,"g24a_fever_120664,g24a_fever_127969,g24a_fever_23794,g24a_fever_532","g24a_fever_15247,g24a_fever_48048",The Patriots are tied with the 49ers and Cowboys for the second most Super Bowl wins with five.
f78df775ed,fever,7,7,14,exclusive_alternative,no,0.271,0.4541,False,"g24a_fever_212206,g24a_fever_212212,g24a_fever_212216,g24a_fever_212218,g24a_fever_212221,g24a_fever_212241,g24a_fever_212243","g24a_fever_212209,g24a_fever_212211,g24a_fever_212217,g24a_fever_212225,g24a_fever_212226,g24a_fever_212228,g24a_fever_212237","Salvador Guerrero Quesada (January 11, 1921 -- April 18, 1990), better known as Gory Guerrero, was one of the premier Hispanic professional wrestlers in the early days of Lucha Libre when most wrestlers were imported from outside of Mexico."
f7bcc24cc3,fever,1,1,2,exclusive_alternative,no,0.375,1.0,False,g24a_fever_135499,g24a_fever_64561,"Martin Van Buren (Maarten van Buren; December 5, 1782 -- July 24, 1862) was an American politician who served as the eighth President of the United States (1837 -- 41)."
f7c1da2704,fever,4,3,7,exclusive_alternative,no,0.3011,0.2958,False,"g24a_fever_225863,g24a_fever_225868,g24a_fever_225872,g24a_fever_225873","g24a_fever_225865,g24a_fever_225871,g24a_fever_225874",The record topped the UK Albums Chart for seven weeks and America's Billboard Top LPs list for six weeks.
